Hours_Studied,Attendance,Parental_Involvement,Access_to_Resources,Extracurricular_Activities,Sleep_Hours,Previous_Scores,Motivation_Level,Internet_Access,Tutoring_Sessions,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score,Study_Physical_Interaction,Study_Extracurricular
20.0,97.0,Medium,Medium,Yes,7.0,76.0,Low,Yes,2,Low,Low,Private,Positive,3.0,No,Postgraduate,Near,Male,71.0,60.0,20.0
29.0,96.0,Medium,Medium,Yes,9.0,55.0,Low,No,0,Medium,Medium,Public,Neutral,2.0,No,Postgraduate,Far,Female,70.0,58.0,29.0
18.0,78.0,Medium,Medium,No,9.0,91.0,High,Yes,2,High,Low,Public,Neutral,4.0,No,College,Far,Female,67.0,72.0,0.0
36.0,71.0,Medium,Medium,Yes,6.0,56.0,Medium,Yes,2,High,Medium,Public,Positive,2.0,No,High School,Far,Male,69.0,72.0,36.0
24.0,76.0,Low,High,No,8.0,69.0,Low,Yes,2,Medium,Medium,Public,Neutral,1.0,No,High School,Moderate,Male,65.0,24.0,0.0
15.0,76.0,High,High,No,8.0,53.0,Medium,Yes,1,Low,Medium,Public,Neutral,4.0,No,College,Near,Male,65.0,60.0,0.0
14.0,71.0,Medium,Medium,Yes,8.0,85.0,Low,Yes,2,Medium,High,Public,Neutral,4.0,No,High School,Near,Male,64.0,56.0,14.0
23.0,71.0,Low,Low,Yes,9.0,75.0,Low,Yes,1,Low,Medium,Public,Negative,2.0,No,College,Near,Male,63.0,46.0,23.0
19.0,94.0,Low,Medium,Yes,5.0,95.0,Medium,Yes,3,Low,Low,Public,Positive,2.0,No,High School,Moderate,Male,69.0,38.0,19.0
24.0,63.0,Medium,Low,Yes,6.0,57.0,Medium,Yes,1,Low,High,Private,Neutral,5.0,No,College,Near,Female,64.0,120.0,24.0
23.0,87.0,High,High,Yes,8.0,91.0,High,Yes,0,High,Medium,Private,Positive,3.0,No,High School,Moderate,Male,72.0,69.0,23.0
20.0,67.0,Low,Medium,Yes,7.0,76.0,Medium,Yes,0,Medium,Medium,Public,Neutral,4.0,No,High School,Near,Male,63.0,80.0,20.0
15.0,74.0,Low,High,Yes,4.0,68.0,Low,Yes,3,Low,Medium,Public,Positive,3.0,No,High School,Near,Female,64.0,45.0,15.0
11.0,62.0,Medium,High,Yes,5.0,82.0,Medium,Yes,3,High,Medium,Private,Neutral,4.0,No,College,Moderate,Male,64.0,44.0,11.0
17.0,71.0,Medium,Medium,Yes,8.0,90.0,Medium,Yes,5,Medium,Medium,Public,Positive,1.0,No,Postgraduate,Far,Male,67.0,17.0,17.0
25.0,91.0,Medium,Medium,No,8.0,72.0,Low,Yes,2,Medium,High,Public,Positive,0.0,No,Postgraduate,Near,Male,71.0,0.0,0.0
21.0,95.0,Medium,Medium,No,5.0,62.0,High,Yes,1,Medium,Low,Public,Positive,4.0,No,High School,Near,Male,70.0,84.0,0.0
13.0,69.0,Medium,Low,Yes,9.0,96.0,Low,Yes,0,High,Medium,Private,Neutral,4.0,No,High School,Far,Female,61.0,52.0,13.0
21.0,79.0,Medium,High,Yes,7.0,66.0,Low,Yes,2,Low,Medium,Public,Negative,4.0,No,College,Moderate,Male,67.0,84.0,21.0
22.0,79.0,High,Medium,No,5.0,100.0,Medium,Yes,4,High,High,Public,Negative,3.0,No,College,Near,Male,72.0,66.0,0.0
15.0,95.0,Low,Low,Yes,6.0,88.0,Low,Yes,1,Low,Medium,Public,Negative,5.0,No,High School,Near,Male,66.0,75.0,15.0
21.0,91.0,Medium,High,Yes,5.0,84.0,Medium,Yes,1,High,Low,Public,Neutral,2.0,No,High School,Near,Male,70.0,42.0,21.0
20.0,81.0,High,Medium,Yes,6.0,51.0,High,No,3,Medium,Medium,Public,Neutral,4.0,Yes,High School,Near,Male,67.0,80.0,20.0
13.0,87.0,High,Low,Yes,4.0,72.0,Medium,Yes,2,Medium,High,Public,Neutral,3.0,No,High School,Moderate,Female,67.0,39.0,13.0
22.0,94.0,Low,Medium,Yes,7.0,75.0,High,Yes,2,High,Medium,Public,Neutral,2.0,No,College,Near,Female,71.0,44.0,22.0
23.0,60.0,High,Medium,Yes,8.0,69.0,Medium,Yes,1,Low,Medium,Private,Positive,4.0,No,College,Near,Male,66.0,92.0,23.0
26.0,76.0,Medium,Medium,Yes,5.0,57.0,Medium,Yes,1,Medium,Medium,Public,Positive,4.0,No,High School,Near,Male,68.0,104.0,26.0
26.0,96.0,Medium,Medium,Yes,7.0,68.0,Medium,Yes,3,High,Medium,Private,Positive,3.0,No,College,Near,Female,74.0,78.0,26.0
12.0,90.0,Medium,Low,Yes,6.0,54.0,Medium,No,1,High,Medium,Public,Neutral,3.0,No,High School,Near,Male,64.0,36.0,12.0
14.0,82.0,Medium,Medium,No,8.0,65.0,Medium,Yes,1,Low,Medium,Private,Positive,3.0,No,College,Near,Male,65.0,42.0,0.0
23.0,81.0,Low,Medium,Yes,4.0,54.0,Medium,Yes,1,Low,Medium,Public,Neutral,3.0,No,College,Near,Male,66.0,69.0,23.0
23.0,74.0,Medium,High,Yes,8.0,88.0,Low,Yes,0,Medium,High,Public,Negative,3.0,Yes,High School,Near,Male,66.0,69.0,23.0
23.0,81.0,Medium,Low,No,4.0,84.0,Medium,Yes,2,Medium,Medium,Public,Positive,5.0,No,High School,Near,Male,68.0,115.0,0.0
43.0,86.0,High,Medium,Yes,7.0,97.0,Medium,Yes,2,Medium,High,Public,Positive,1.0,No,High School,Near,Female,78.0,43.0,43.0
23.0,77.0,Medium,High,Yes,6.0,69.0,Low,Yes,1,Medium,Medium,Private,Positive,2.0,No,High School,Moderate,Female,67.0,46.0,23.0
27.0,89.0,Medium,High,Yes,6.0,89.0,Medium,Yes,3,Medium,Medium,Private,Positive,3.0,No,High School,Near,Male,74.0,81.0,27.0
26.0,94.0,Medium,High,No,5.0,79.0,High,Yes,1,Low,High,Public,Positive,2.0,No,Postgraduate,Near,Male,74.0,52.0,0.0
24.0,66.0,Medium,Low,No,9.0,82.0,Low,Yes,1,Medium,Medium,Public,Neutral,2.0,Yes,High School,Near,Female,62.0,48.0,0.0
18.0,78.0,High,Medium,Yes,5.0,77.0,Medium,No,2,Medium,Medium,Public,Neutral,4.0,No,High School,Far,Male,66.0,72.0,18.0
25.0,76.0,Medium,Medium,Yes,5.0,89.0,High,Yes,3,Medium,High,Public,Neutral,3.0,No,High School,Far,Female,69.0,75.0,25.0
15.0,87.0,Medium,High,Yes,10.0,52.0,Medium,Yes,2,Low,High,Private,Positive,3.0,No,College,Near,Male,68.0,45.0,15.0
19.0,70.0,Medium,Low,No,7.0,54.0,High,Yes,0,Medium,Medium,Public,Positive,2.0,Yes,High School,Moderate,Male,89.0,38.0,0.0
17.0,86.0,High,Low,No,5.0,55.0,Low,No,2,High,Medium,Private,Neutral,4.0,No,College,Near,Male,66.0,68.0,0.0
20.0,95.0,Low,Medium,Yes,7.0,64.0,Low,No,2,Medium,High,Public,Neutral,3.0,No,High School,Near,Female,68.0,60.0,20.0
34.0,77.0,Medium,Low,Yes,7.0,80.0,Low,Yes,0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,69.0,102.0,34.0
9.0,96.0,Medium,Medium,Yes,4.0,82.0,High,No,0,Low,Medium,Public,Positive,4.0,No,College,Near,Male,67.0,36.0,9.0
24.0,100.0,High,High,Yes,6.0,86.0,Low,Yes,2,Medium,Medium,Private,Positive,5.0,No,High School,Near,Male,75.0,120.0,24.0
10.0,64.0,Medium,High,No,7.0,64.0,High,Yes,0,Medium,Medium,Public,Positive,4.0,Yes,High School,Moderate,Female,60.0,40.0,0.0
17.0,69.0,High,Medium,Yes,9.0,83.0,Medium,Yes,2,Medium,High,Private,Positive,4.0,Yes,College,Moderate,Female,66.0,68.0,17.0
27.0,98.0,Low,High,Yes,7.0,56.0,Low,Yes,1,High,Medium,Private,Positive,3.0,No,College,Near,Female,73.0,81.0,27.0
20.0,98.0,Medium,Low,No,7.0,50.0,Low,Yes,1,Medium,High,Private,Neutral,2.0,No,High School,Near,Female,68.0,40.0,0.0
14.0,64.0,Medium,Medium,Yes,6.0,85.0,Medium,Yes,0,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Male,62.0,42.0,14.0
16.0,61.0,Medium,Medium,No,9.0,86.0,Low,Yes,2,Low,High,Public,Positive,2.0,No,High School,Near,Male,62.0,32.0,0.0
24.0,66.0,High,Low,Yes,8.0,81.0,High,Yes,1,Medium,Medium,Public,Neutral,4.0,No,High School,Far,Male,65.0,96.0,24.0
16.0,100.0,High,Low,Yes,8.0,63.0,High,Yes,2,Low,Medium,Public,Negative,3.0,No,High School,Moderate,Male,69.0,48.0,16.0
21.0,67.0,Medium,Medium,No,7.0,96.0,Low,Yes,3,Low,Medium,Public,Neutral,2.0,No,High School,Far,Female,64.0,42.0,0.0
20.0,80.0,Medium,High,No,5.0,94.0,Medium,Yes,0,Low,Low,Private,Positive,4.0,Yes,Postgraduate,Moderate,Female,67.0,80.0,0.0
16.0,94.0,High,High,Yes,9.0,76.0,Medium,Yes,0,Low,High,Public,Neutral,2.0,No,High School,Near,Male,70.0,32.0,16.0
33.0,61.0,Medium,Medium,No,7.0,99.0,High,Yes,2,Medium,High,Public,Neutral,3.0,No,College,Near,Female,70.0,99.0,0.0
24.0,84.0,High,Low,No,7.0,65.0,Low,Yes,3,Medium,High,Public,Positive,3.0,No,High School,Near,Female,69.0,72.0,0.0
8.0,71.0,High,Low,No,8.0,75.0,Medium,Yes,0,Medium,High,Public,Positive,3.0,No,High School,Near,Male,61.0,24.0,0.0
21.0,94.0,Medium,Medium,No,7.0,96.0,Low,Yes,0,Medium,Medium,Private,Neutral,2.0,Yes,Postgraduate,Moderate,Male,69.0,42.0,0.0
16.0,71.0,High,Medium,Yes,5.0,73.0,Medium,Yes,1,Medium,Medium,Public,Neutral,0.0,Yes,High School,Near,Male,63.0,0.0,16.0
25.0,87.0,Medium,Low,Yes,7.0,74.0,Low,Yes,0,Medium,High,Public,Neutral,4.0,Yes,High School,Near,Male,67.0,100.0,25.0
15.0,87.0,Low,Medium,No,4.0,54.0,Medium,Yes,1,Medium,Medium,Public,Neutral,6.0,No,,Moderate,Male,65.0,90.0,0.0
19.0,69.0,Medium,Medium,Yes,7.0,61.0,High,Yes,3,High,High,Public,Neutral,4.0,No,High School,Moderate,Male,66.0,76.0,19.0
23.0,61.0,Low,Medium,No,9.0,58.0,Medium,Yes,4,Medium,Medium,Public,Neutral,2.0,No,High School,Near,Male,63.0,46.0,0.0
25.0,76.0,Medium,High,Yes,4.0,78.0,Medium,Yes,2,Medium,Medium,Private,Negative,3.0,No,High School,Moderate,Female,68.0,75.0,25.0
13.0,72.0,High,High,No,7.0,66.0,Medium,Yes,0,Low,High,Public,Neutral,4.0,No,Postgraduate,Near,Male,65.0,52.0,0.0
18.0,92.0,Low,Medium,Yes,8.0,54.0,Medium,Yes,1,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,67.0,54.0,18.0
17.0,92.0,Low,Low,Yes,8.0,75.0,Medium,Yes,2,Medium,High,Public,Neutral,3.0,No,Postgraduate,Near,Female,68.0,51.0,17.0
16.0,78.0,Medium,High,No,6.0,83.0,Medium,Yes,0,Low,Low,Public,Neutral,3.0,Yes,College,Near,Male,64.0,48.0,0.0
31.0,84.0,Medium,Medium,No,5.0,87.0,High,Yes,0,Medium,Medium,Private,Positive,3.0,No,College,Moderate,Male,71.0,93.0,0.0
22.0,84.0,Medium,Medium,Yes,6.0,92.0,Low,Yes,0,Medium,Medium,Public,Neutral,5.0,No,High School,Near,Female,69.0,110.0,22.0
12.0,93.0,Medium,Medium,Yes,9.0,74.0,Low,Yes,1,Medium,Medium,Public,Neutral,3.0,No,Postgraduate,Moderate,Male,67.0,36.0,12.0
26.0,77.0,Low,Medium,No,4.0,70.0,Low,Yes,2,High,Low,Public,Neutral,3.0,Yes,College,Moderate,Female,65.0,78.0,0.0
33.0,71.0,Low,Medium,No,5.0,84.0,Medium,Yes,1,Medium,Medium,Public,Positive,2.0,No,High School,Near,Male,68.0,66.0,0.0
26.0,71.0,High,Medium,Yes,6.0,51.0,Low,No,1,High,Medium,Private,Positive,3.0,No,Postgraduate,Moderate,Male,67.0,78.0,26.0
11.0,81.0,Medium,Medium,Yes,6.0,82.0,High,Yes,3,Medium,High,Public,Neutral,4.0,No,High School,Near,Male,67.0,44.0,11.0
17.0,78.0,Medium,High,Yes,7.0,70.0,Medium,No,2,Low,High,Public,Positive,3.0,No,High School,Near,Male,66.0,51.0,17.0
28.0,78.0,High,Medium,No,9.0,73.0,High,Yes,2,Medium,Medium,Public,Neutral,4.0,No,College,Moderate,Female,70.0,112.0,0.0
16.0,64.0,High,Low,Yes,5.0,65.0,Medium,Yes,3,Medium,High,Private,Positive,4.0,No,Postgraduate,Moderate,Female,65.0,64.0,16.0
23.0,89.0,Low,Low,Yes,7.0,56.0,Low,Yes,4,Medium,Low,Private,Positive,4.0,No,Postgraduate,Near,Female,69.0,92.0,23.0
25.0,69.0,Medium,Medium,Yes,7.0,70.0,Low,No,1,High,High,Public,Positive,4.0,No,High School,Far,Female,65.0,100.0,25.0
14.0,68.0,High,Medium,No,6.0,65.0,Medium,Yes,1,High,Medium,Public,Neutral,3.0,Yes,College,Near,Male,63.0,42.0,0.0
20.0,77.0,Medium,Medium,No,5.0,98.0,Low,Yes,2,Low,High,Private,Neutral,2.0,No,Postgraduate,Far,Female,67.0,40.0,0.0
1.0,69.0,High,Medium,Yes,6.0,97.0,Medium,Yes,1,Low,Medium,Public,Positive,3.0,No,High School,Near,Female,61.0,3.0,1.0
14.0,83.0,Medium,Low,Yes,6.0,82.0,Medium,Yes,0,Medium,Medium,Public,Positive,2.0,No,High School,Near,Female,65.0,28.0,14.0
18.0,75.0,Low,High,Yes,8.0,95.0,Medium,Yes,1,Low,Low,Public,Neutral,2.0,No,College,Near,Female,66.0,36.0,18.0
13.0,78.0,Medium,High,Yes,8.0,88.0,High,Yes,0,High,Low,Public,Neutral,3.0,No,College,Near,Male,66.0,39.0,13.0
30.0,81.0,Medium,Low,Yes,5.0,67.0,Medium,Yes,1,High,High,Public,Negative,1.0,No,High School,Near,Male,69.0,30.0,30.0
11.0,68.0,Medium,Medium,No,6.0,80.0,Medium,Yes,2,Medium,Medium,Public,Positive,3.0,No,College,Moderate,Female,63.0,33.0,0.0
17.0,66.0,Low,High,No,6.0,61.0,Medium,Yes,1,High,Medium,Public,Positive,6.0,No,Postgraduate,Near,Male,65.0,102.0,0.0
21.0,95.0,Low,Low,No,10.0,84.0,Low,Yes,0,High,Medium,Public,Neutral,4.0,Yes,High School,Near,Male,67.0,84.0,0.0
29.0,77.0,High,High,Yes,7.0,52.0,Medium,Yes,2,High,Medium,Public,Negative,3.0,Yes,High School,Near,Female,69.0,87.0,29.0
11.0,76.0,Low,Medium,Yes,5.0,92.0,Medium,Yes,4,Medium,Low,Public,Negative,2.0,No,Postgraduate,Near,Male,65.0,22.0,11.0
27.0,61.0,Medium,Medium,No,6.0,79.0,Medium,Yes,1,Low,Medium,Public,Positive,3.0,No,High School,Moderate,Male,65.0,81.0,0.0
20.0,80.0,High,Low,Yes,6.0,53.0,Medium,Yes,0,Low,Medium,Public,Neutral,2.0,No,College,Moderate,Male,65.0,40.0,20.0
14.0,82.0,Medium,High,Yes,8.0,94.0,Low,Yes,2,Low,High,Public,Negative,5.0,No,College,Far,Female,67.0,70.0,14.0
23.0,82.0,Low,Medium,Yes,8.0,94.0,Medium,Yes,1,Medium,Medium,Public,Negative,2.0,Yes,High School,,Male,66.0,46.0,23.0
21.0,88.0,Medium,High,No,7.0,93.0,Medium,Yes,4,Low,Medium,Public,Positive,3.0,No,High School,Near,Female,72.0,63.0,0.0
16.0,67.0,Medium,High,No,7.0,89.0,High,Yes,3,Low,Medium,Public,Positive,3.0,No,College,Near,Male,66.0,48.0,0.0
20.0,70.0,Medium,Medium,Yes,7.0,84.0,Low,No,2,Medium,High,Private,Neutral,4.0,No,College,Far,Male,65.0,80.0,20.0
18.0,92.0,High,Medium,Yes,7.0,70.0,Medium,Yes,1,Low,Medium,Public,Neutral,3.0,No,High School,Moderate,Male,69.0,54.0,18.0
21.0,98.0,Medium,Low,No,4.0,57.0,Medium,Yes,2,High,Low,Public,Neutral,2.0,No,High School,Near,Female,68.0,42.0,0.0
24.0,65.0,Medium,Low,No,7.0,64.0,Low,Yes,1,High,Medium,Public,Neutral,1.0,No,Postgraduate,Near,Male,64.0,24.0,0.0
30.0,80.0,Low,High,No,6.0,67.0,Medium,Yes,3,Medium,Medium,Public,Negative,4.0,No,College,Moderate,Female,69.0,120.0,0.0
13.0,69.0,Medium,Low,Yes,5.0,68.0,Low,Yes,0,High,Medium,Public,Positive,1.0,Yes,High School,Moderate,Female,59.0,13.0,13.0
33.0,62.0,High,Medium,Yes,10.0,78.0,Medium,Yes,0,Medium,Medium,Private,Positive,3.0,No,High School,Moderate,Female,68.0,99.0,33.0
8.0,73.0,Medium,Medium,No,7.0,60.0,Medium,No,0,High,Medium,Private,Neutral,3.0,No,High School,Near,Female,60.0,24.0,0.0
19.0,66.0,Medium,High,No,7.0,59.0,Medium,Yes,1,High,Medium,Public,Negative,3.0,No,High School,Far,Male,62.0,57.0,0.0
24.0,88.0,Low,Medium,Yes,6.0,86.0,Low,Yes,0,Low,Low,Public,Negative,3.0,No,College,Near,Male,67.0,72.0,24.0
22.0,81.0,Low,High,Yes,8.0,50.0,High,Yes,4,Medium,Medium,Private,Positive,5.0,No,High School,Far,Female,68.0,110.0,22.0
16.0,66.0,Medium,High,Yes,5.0,57.0,High,Yes,3,Medium,Medium,Public,Positive,3.0,No,High School,Moderate,Female,64.0,48.0,16.0
19.0,60.0,Medium,High,Yes,7.0,72.0,High,Yes,3,Low,High,Public,Positive,3.0,No,High School,Moderate,Female,65.0,57.0,19.0
17.0,92.0,Low,Low,Yes,6.0,57.0,Medium,Yes,2,Medium,Medium,Private,Positive,2.0,Yes,High School,Moderate,Female,65.0,34.0,17.0
16.0,67.0,High,Medium,No,8.0,98.0,Medium,Yes,0,Low,Low,Public,Neutral,3.0,No,High School,Near,Female,63.0,48.0,0.0
25.0,84.0,Medium,Low,Yes,6.0,84.0,Low,Yes,2,Medium,High,Public,Positive,3.0,No,High School,Near,Male,70.0,75.0,25.0
22.0,73.0,Low,Medium,Yes,9.0,72.0,Low,Yes,3,Medium,Medium,Public,Positive,3.0,No,High School,Near,Female,66.0,66.0,22.0
16.0,83.0,Medium,High,Yes,7.0,56.0,Low,Yes,4,High,Medium,Public,Positive,3.0,No,High School,Near,Female,68.0,48.0,16.0
25.0,73.0,Low,Low,No,8.0,69.0,Medium,Yes,3,Medium,Medium,Private,Positive,3.0,No,High School,Near,Female,66.0,75.0,0.0
22.0,63.0,Low,Low,No,8.0,83.0,Medium,Yes,3,Medium,Medium,Private,Negative,1.0,No,College,Near,Male,63.0,22.0,0.0
25.0,69.0,High,Medium,Yes,9.0,98.0,Medium,Yes,1,Low,Medium,Public,Negative,3.0,Yes,College,Moderate,Female,66.0,75.0,25.0
24.0,68.0,Medium,Medium,Yes,6.0,74.0,Medium,Yes,1,Medium,Medium,Public,Neutral,3.0,No,High School,Near,Female,65.0,72.0,24.0
15.0,77.0,Medium,Medium,Yes,8.0,85.0,High,Yes,1,Low,Medium,Public,Positive,2.0,No,Postgraduate,Moderate,Male,66.0,30.0,15.0
17.0,86.0,High,Low,Yes,4.0,60.0,High,Yes,2,High,Low,Private,Positive,3.0,Yes,College,Moderate,Female,67.0,51.0,17.0
24.0,71.0,Medium,Medium,Yes,7.0,81.0,Medium,Yes,0,Low,Medium,Private,Positive,3.0,No,High School,Near,Male,66.0,72.0,24.0
24.0,60.0,Low,Medium,No,6.0,62.0,High,Yes,4,Low,High,Public,Negative,3.0,No,High School,Near,Female,63.0,72.0,0.0
20.0,81.0,Medium,Medium,Yes,5.0,60.0,Low,Yes,3,Medium,Medium,Public,Positive,4.0,Yes,High School,Near,Male,66.0,80.0,20.0
21.0,84.0,Medium,Medium,No,6.0,75.0,Low,No,1,High,Medium,Public,Positive,3.0,No,College,Moderate,Male,67.0,63.0,0.0
28.0,99.0,Medium,Medium,Yes,6.0,61.0,Medium,No,1,Low,Medium,Public,Positive,3.0,No,High School,Near,Male,71.0,84.0,28.0
16.0,84.0,Medium,High,Yes,7.0,86.0,Medium,Yes,1,Low,Medium,Private,Neutral,2.0,No,High School,Near,Female,67.0,32.0,16.0
23.0,79.0,Medium,High,Yes,6.0,97.0,Medium,Yes,1,High,Low,Public,Neutral,4.0,No,High School,Moderate,Male,69.0,92.0,23.0
19.0,83.0,Medium,Medium,Yes,7.0,70.0,Medium,Yes,2,Low,Medium,Public,Negative,4.0,Yes,Postgraduate,Near,Female,67.0,76.0,19.0
19.0,97.0,High,Medium,Yes,6.0,66.0,High,Yes,2,Medium,Medium,Private,Positive,2.0,No,College,Moderate,Female,72.0,38.0,19.0
27.0,93.0,High,Low,No,6.0,59.0,High,Yes,2,Low,Medium,Private,Negative,4.0,No,High School,Near,Female,70.0,108.0,0.0
25.0,73.0,Medium,High,Yes,7.0,70.0,Low,Yes,0,Low,Medium,Private,Neutral,4.0,No,Postgraduate,Moderate,Male,67.0,100.0,25.0
25.0,69.0,Low,High,Yes,7.0,78.0,Medium,Yes,0,Low,High,Public,Negative,3.0,No,High School,Far,Female,64.0,75.0,25.0
28.0,71.0,Medium,Medium,No,8.0,69.0,High,Yes,1,Medium,High,Private,Neutral,1.0,No,College,Moderate,Female,67.0,28.0,0.0
20.0,80.0,Low,High,No,8.0,81.0,Medium,Yes,3,Medium,Medium,Private,Negative,4.0,No,Postgraduate,Near,Male,69.0,80.0,0.0
24.0,90.0,Low,Low,No,7.0,83.0,Medium,Yes,0,Low,Medium,Private,Positive,3.0,No,College,,Male,68.0,72.0,0.0
18.0,80.0,Medium,Medium,No,8.0,55.0,Low,Yes,2,Low,Low,Public,Neutral,3.0,No,High School,Moderate,Male,63.0,54.0,0.0
22.0,63.0,Medium,High,Yes,7.0,85.0,Medium,Yes,4,High,High,Public,Negative,3.0,No,College,Near,Female,68.0,66.0,22.0
19.0,89.0,High,Medium,Yes,7.0,95.0,Medium,Yes,0,Medium,Medium,Public,Positive,3.0,No,High School,Near,Male,70.0,57.0,19.0
21.0,92.0,Medium,Low,Yes,8.0,51.0,Low,Yes,0,Medium,Medium,Public,Neutral,2.0,No,College,Moderate,Male,66.0,42.0,21.0
24.0,72.0,High,High,No,6.0,78.0,High,Yes,0,Low,High,Public,Negative,6.0,No,High School,Near,Female,68.0,144.0,0.0
15.0,87.0,High,Low,Yes,4.0,80.0,High,Yes,0,Low,Medium,Private,Positive,3.0,No,College,Near,Male,67.0,45.0,15.0
33.0,77.0,Low,High,Yes,5.0,85.0,Medium,Yes,0,Low,Medium,Private,Neutral,5.0,No,High School,Far,Female,69.0,165.0,33.0
14.0,96.0,Medium,Low,Yes,9.0,69.0,High,Yes,0,Medium,Medium,Private,Negative,3.0,Yes,College,Near,Female,66.0,42.0,14.0
13.0,94.0,Medium,Medium,Yes,7.0,91.0,Low,Yes,3,Low,Medium,Public,Neutral,3.0,No,High School,Near,Male,68.0,39.0,13.0
27.0,81.0,Medium,Medium,Yes,7.0,77.0,Medium,Yes,2,Medium,Low,Public,Neutral,2.0,Yes,Postgraduate,Moderate,Female,69.0,54.0,27.0
25.0,88.0,Medium,Medium,Yes,7.0,70.0,Low,Yes,1,Medium,Medium,Private,Positive,3.0,No,Postgraduate,Moderate,Male,70.0,75.0,25.0
24.0,95.0,Medium,High,Yes,8.0,86.0,High,Yes,1,Medium,High,Private,Neutral,3.0,No,College,Near,Male,74.0,72.0,24.0
24.0,80.0,Medium,High,Yes,7.0,96.0,High,Yes,0,Low,High,Public,Positive,0.0,No,College,Moderate,Female,70.0,0.0,24.0
20.0,73.0,Medium,Medium,Yes,7.0,91.0,Low,Yes,1,Medium,High,Public,Neutral,2.0,No,Postgraduate,Moderate,Male,66.0,40.0,20.0
15.0,90.0,High,Medium,Yes,8.0,97.0,Medium,Yes,1,Low,High,Private,Negative,3.0,No,College,Near,Female,69.0,45.0,15.0
20.0,69.0,Medium,High,No,6.0,63.0,Low,Yes,0,Low,Medium,Public,Negative,3.0,No,Postgraduate,Near,Male,64.0,60.0,0.0
16.0,76.0,Low,High,Yes,8.0,56.0,Medium,No,1,Low,Medium,Public,Positive,1.0,No,High School,Near,Male,62.0,16.0,16.0
26.0,95.0,Low,High,No,7.0,77.0,Medium,Yes,0,Medium,Medium,Public,Neutral,3.0,No,High School,Moderate,Female,70.0,78.0,0.0
19.0,89.0,High,Medium,Yes,7.0,52.0,Medium,Yes,2,Medium,Medium,Public,Negative,4.0,No,High School,Moderate,Male,68.0,76.0,19.0
15.0,76.0,Medium,Medium,Yes,6.0,84.0,Low,Yes,0,Medium,High,Public,Neutral,3.0,No,College,Near,Female,65.0,45.0,15.0
18.0,69.0,High,High,No,7.0,62.0,Low,Yes,3,Medium,Medium,Public,Positive,3.0,No,High School,Moderate,Male,65.0,54.0,0.0
22.0,74.0,High,High,Yes,6.0,73.0,Low,Yes,3,High,High,Public,Positive,4.0,No,Postgraduate,Moderate,Female,71.0,88.0,22.0
17.0,71.0,High,Medium,Yes,9.0,83.0,Low,Yes,2,Medium,Medium,Public,Neutral,5.0,No,High School,Near,Male,66.0,85.0,17.0
15.0,67.0,Medium,Medium,No,4.0,74.0,Medium,Yes,0,Low,Medium,Public,Negative,3.0,No,College,Moderate,Male,61.0,45.0,0.0
21.0,90.0,Low,Medium,Yes,8.0,62.0,Low,Yes,2,Medium,High,Public,Negative,5.0,Yes,High School,Near,Male,67.0,105.0,21.0
21.0,70.0,Low,High,Yes,4.0,94.0,Medium,Yes,0,Low,High,Private,Neutral,2.0,No,College,Far,Male,65.0,42.0,21.0
17.0,78.0,Medium,High,No,8.0,88.0,Medium,Yes,0,Low,Medium,Public,Negative,3.0,No,High School,Near,Female,65.0,51.0,0.0
17.0,75.0,Medium,High,Yes,6.0,80.0,Medium,No,1,Low,Medium,Private,Positive,5.0,No,High School,Moderate,Male,65.0,85.0,17.0
21.0,99.0,Medium,Medium,No,8.0,85.0,High,Yes,4,Medium,Medium,Public,Positive,4.0,No,High School,Moderate,Male,73.0,84.0,0.0
11.0,76.0,Medium,Medium,Yes,7.0,71.0,Medium,No,1,Medium,Low,Public,Neutral,2.0,No,College,Near,Male,62.0,22.0,11.0
12.0,63.0,Medium,High,Yes,5.0,69.0,Low,Yes,0,Medium,High,Public,Negative,2.0,No,College,Moderate,Female,60.0,24.0,12.0
16.0,64.0,Low,Medium,Yes,9.0,58.0,Low,Yes,1,Medium,Medium,Public,Positive,3.0,No,College,Moderate,Female,61.0,48.0,16.0
19.0,84.0,Low,Medium,Yes,8.0,90.0,High,Yes,2,Low,Medium,Private,Neutral,3.0,No,Postgraduate,Far,Male,67.0,57.0,19.0
22.0,84.0,High,Medium,No,8.0,69.0,Medium,No,3,Medium,High,Private,Neutral,4.0,No,College,Near,Male,70.0,88.0,0.0
29.0,77.0,Low,High,No,6.0,85.0,Medium,Yes,1,Medium,Medium,Public,Positive,1.0,No,College,Near,Male,69.0,29.0,0.0
25.0,77.0,Medium,Low,Yes,8.0,65.0,High,No,0,Medium,Medium,Public,Positive,5.0,No,College,Far,Female,66.0,125.0,25.0
19.0,62.0,Medium,Medium,No,5.0,90.0,Low,Yes,2,Low,High,Public,Positive,3.0,No,College,Moderate,Male,64.0,57.0,0.0
20.0,81.0,High,Medium,Yes,4.0,55.0,Medium,Yes,1,High,Medium,Private,Positive,2.0,No,Postgraduate,Moderate,Male,68.0,40.0,20.0
